YEAR,ID,WRKSTAT,HRS1,OCC10,INDUS10,MARITAL,MARTYPE,AGEWED,SPWRKSTA,SPHRS1,SPWRKSLF,SPOCC10,SPPRES10,SPPRES105PLUS,SPIND10,PAOCC10,PAPRES10,PAPRES105PLUS,PAIND10,MAWRKSLF,MAOCC10,MAPRES10,MAPRES105PLUS,MAIND10,SIBS,CHILDS,AGE,AGEKDBRN,EDUC,PAEDUC,MAEDUC,SPEDUC,DEGREE,PADEG,MADEG,SPDEG,MAJOR1,MAJOR2,DIPGED,SPDIPGED,WHENHS,WHENCOL,SECTOR,EFTOTLT,BARATE,GRADTOUNDER,VOEDCOL,VOEDNME1,VOEDNCOL,VOEDNME2,SPSECTOR,SPEFTOTLT,SPBARATE,SPGRADTOUNDER,SEX,RACE,RES16,REG16,MOBILE16,FAMILY16,FAMDIF16,MAWRKGRW,INCOM16,BORN,PARBORN,GRANBORN,HOMPOP,BABIES,PRETEEN,TEENS,ADULTS,UNRELAT,EARNRS,INCOME,RINCOME,INCOME06,RINCOM06,REGION,XNORCSIZ,SRCBELT,SIZE,VOTE08,PRES08,IF08WHO,VOTE12,PRES12,IF12WHO,POLVIEWS,POLVIEWY,NATSPAC,NATENVIR,NATHEAL,NATCITY,NATCRIME,NATDRUG,NATEDUC,NATRACE,NATARMS,NATAID,NATFARE,NATROAD,NATSOC,NATMASS,NATPARK,NATCHLD,NATSCI,NATENRGY,NATSPACY,NATENVIY,NATHEALY,NATCITYY,NATCRIMY,NATDRUGY,NATEDUCY,NATRACEY,NATARMSY,NATAIDY,NATFAREY,EQWLTH,TAX,SPKATH,COLATH,LIBATH,SPKRAC,COLRAC,LIBRAC,SPKCOM,COLCOM,LIBCOM,SPKMIL,COLMIL,LIBMIL,SPKHOMO,COLHOMO,LIBHOMO,SPKMSLM,COLMSLM,LIBMSLM,CAPPUN,GUNLAW,COURTS,GRASS,RELIG,DENOM,FUND,ATTEND,MAATTEND,PAATTEND,SPATTEND,RELITEN,RELITENA,POSTLIFE,PRAY,POPESPKS,RELIG16,DENOM16,FUND16,SPREL,SPDEN,SPOTHER,SPJEW,SPFUND,PRAYER,BIBLE,RACOPEN,RACLIVE,AFFRMACT,WRKWAYUP,BLKSIMP,CLOSEBLK,CLOSEWHT,HAPPY,HAPMAR,HAPCOHAB,HEALTH,LIFE,HELPFUL,FAIR,TRUST,CONFINAN,CONBUS,CONCLERG,CONEDUC,CONFED,CONLABOR,CONPRESS,CONMEDIC,CONTV,CONJUDGE,CONSCI,CONLEGIS,CONARMY,OBEY,POPULAR,THNKSELF,WORKHARD,HELPOTH,SOCREL,SOCOMMUN,SOCFREND,SOCBAR,AGED,WEEKSWRK,PARTFULL,JOBLOSE,JOBFIND,SATJOB,RICHWORK,JOBINC,JOBSEC,JOBHOUR,JOBPROMO,JOBMEANS,CLASS,RANK,SATFIN,FINALTER,FINRELA,WKSUB,WKSUBS,WKSUP,WKSUPS,UNEMP,UNION,GETAHEAD,PARSOL,KIDSSOL,FEPOL,ABDEFECT,ABNOMORE,ABHLTH,ABPOOR,ABRAPE,ABSINGLE,ABANY,CHLDIDEL,PILLOK,SEXEDUC,DIVLAW,PREMARSX,TEENSEX,XMARSEX,HOMOSEX,PORNLAW,XMOVIE,SPANKING,LETDIE1,SUICIDE1,SUICIDE2,SUICIDE3,SUICIDE4,POLHITOK,POLABUSE,POLMURDR,POLESCAP,POLATTAK,FEAR,OWNGUN,PISTOL,SHOTGUN,RIFLE,HUNT,NEWS,TVHOURS,RADIOHRS,PHONE,COOP,COMPREND,FORM,FECHLD,FEHELP,FEPRESCH,FEFAM,RACDIF1,RACDIF2,RACDIF3,RACDIF4,GOD,REBORN,SAVESOUL,WLTHWHTS,WLTHBLKS,WORKWHTS,WORKBLKS,INTLWHTS,INTLBLKS,LIVEBLKS,LIVEWHTS,MARBLK,MARASIAN,MARHISP,MARNO,MARWHT,FSTSPEDC,FSTSPDEG,SBEDUC,SBDEG,FEJOBAFF,OTHLANG,OTHLANG1,OTHLANG2,OTHBEST,SPKLANG,BETRLANG,COMPUSE,WEBTV,WEBMOB,EMAILMIN,EMAILHR,USEWWW,WWWHR,WRKTYPE,YEARSJOB,WAYPAID,WRKSCHED,MOREDAYS,MUSTWORK,CHNGTME,WRKHOME,WHYWKHME,FAMWKOFF,WKVSFAM,FAMVSWK,HRSRELAX,SECONDWK,LEARNNEW,WORKFAST,WORKDIFF,LOTOFSAY,WKTOPSAT,OVERWORK,KNOWWHAT,MYSKILLS,RESPECT,TRUSTMAN,SAFETYWK,SAFEFRST,TEAMSAFE,SAFEHLTH,PROUDEMP,PRODCTIV,WKSMOOTH,TRDUNION,PARTTEAM,WKDECIDE,SETTHNGS,TOOFEWWK,PROMTEOK,OPDEVEL,HLPEQUIP,HAVEINFO,WKFREEDM,FRINGEOK,SUPCARES,CONDEMND,PROMTEFR,COWRKINT,JOBSECOK,SUPHELP,WRKTIME,COWRKHLP,TRAINOPS,MANVSEMP,HVYLIFT,HANDMOVE,WKPRAISE,WKBONUS,FAIREARN,RINCBLLS,LAIDOFF,JOBFIND1,TRYNEWJB,WKAGEISM,WKRACISM,WKSEXISM,WKHARSEX,WKHAROTH,HEALTH1,PHYSHLTH,MNTLHLTH,HLTHDAYS,USEDUP,BACKPAIN,PAINARMS,HURTATWK,SPVTRFAIR,STRREDPG,PHYEFFRT,SLPPRBLM,SATJOB1,KNOWSCHD,USETECH,STRESS12,HYPERTEN,ARTHRTIS,DIABETES,DEPRESS,WEIGHT,HEIGHT,NTWKHARD,MISSWORK,WORKFOR,WORKFOR1,OWNSTOCK,STOCKVAL,STOCKOPS,EXTRAPAY,COMPPERF,DEPTPERF,INDPERF,EXTRAYR,YEARVAL,GIVBLOOD,GIVHMLSS,RETCHNGE,CUTAHEAD,VOLCHRTY,GIVCHRTY,GIVSEAT,HELPAWAY,CARRIED,DIRECTNS,LOANITEM,SELFLESS,ACCPTOTH,OTHSHELP,CARESELF,PEOPTRBL,SELFFRST,VOLMONTH,VALGIVEN,NUMEMPS,NEWSFROM,SCIFROM,SEEKSCI,NEXTGEN,TOOFAST,ADVFRONT,ASTROLGY,ASTROSCI,SCIBNFTS,BALPOS,BALNEG,SCISTUDY,SCITEXT,EXPDESGN,EXPTEXT,ODDS1,ODDS2,HOTCORE,RADIOACT,BOYORGRL,LASERS,ELECTRON,VIRUSES,BIGBANG,CONDRIFT,EVOLVED,EARTHSUN,SOLARREV,INTRHOME,COLDEG1,MAJORCOL,COLSCI,COLSCINM,HSMATH,HSBIO,HSCHEM,HSPHYS,INTINTL,INTFARM,INTEDUC,INTSCI,INTECON,INTTECH,INTMED,INTSPACE,INTENVIR,INTMIL,SCINEWS3,BETTRLFE,BUYVALUE,COMPWAGE,NUMORG,EMPINPUT,RATETONE,POLEFF11,PEOCNTCT,POSSLQ,POSSLQY,HELPHWRK,LENTTO,TALKEDTO,HELPJOB,MARHOMO,MEOVRWRK,STRESS,SUPERVIS,LOCALNUM,USESKILL,RELACTIV,BEFAIR,CANTRUST,EXCLDIMM,CLSETOWN,CLSESTAT,CLSEUSA,CLSENOAM,AMBORNIN,AMCIT,AMLIVED,AMENGLSH,AMCHRSTN,AMGOVT,AMFEEL,AMCITIZN,AMSHAMED,BELIKEUS,AMBETTER,IFWRONG,AMSPORTS,PROUDDEM,PROUDPOL,PROUDECO,PROUDSSS,PROUDSCI,PROUDSPT,PROUDART,PROUDMIL,PROUDHIS,PROUDGRP,IMPORTS,WRLDGOVT,AMOWNWAY,FORLAND,AMTV,AMCULT,MINCULT,MELTPOT1,IMMCRIME,IMMAMECO,IMMJOBS,IMMIDEAS,LETIN1,CITIZEN,PARCIT,ETHCLOSE,NAFTA1,AMANCSTR,LESSPRD,INTLINCS,FREETRDE,DECSORGS,POWRORGS,CITWORLD,IMMRGHTS,AMPROUD1,NAFTA2A,NAFTA3,SHORTCOM,IMMCULT,IMMEDUC,LETIN1A,IMMASSIM,PATRIOT1,PATRIOT2,PATRIOT3,PATRIOT4,VOTEELEC,PAYTAXES,OBEYLAWS,WATCHGOV,ACTASSOC,OTHREASN,BUYPOL,HELPUSA,HELPWRLD,MILSERVE,RELMEET,REVMEET,RACMEET,SIGNDPET,AVOIDBUY,JOINDEM,ATTRALLY,CNTCTGOV,POLFUNDS,USEMEDIA,INTERPOL,GRPPARTY,GRPWORK,GRPRELIG,GRPSPRTS,GRPOTHER,SOLOK,RGHTSMIN,POLOPTS,OPPSEGOV,POLEFF18,POLEFF19,POLEFF20,ACTLAW,AFFCTLAW,POLINT1,GOVDOOK,POLGREED,DISCPOL,CHNGEOTH,POLACTVE,CHOICES,REFRNDMS,ELECVOTE,ELECFAIR,SERVEPEO,CORRUPTN,DEMTODAY,DEM10PST,DEM10FUT,DEMRGHTS,GVTRGHTS,POLINTER,POLNEWS,CRIMLOSE,NTCITVTE,NOTVOTE,HLTHALL,LEFTRGHT,PARTNERS,MATESEX,FRNDSEX,ACQNTSEX,PIKUPSEX,PAIDSEX,OTHERSEX,SEXSEX,SEXFREQ,NUMWOMEN,NUMMEN,PARTNRS5,SEXSEX5,EVPAIDSX,EVSTRAY,CONDOM,RELATSEX,EVIDU,IDU30,EVCRACK,CRACK30,HIVTEST,HIVTEST1,HIVTEST2,AIDSLOOK,AIDSCNDM,HIVVAC,HIVKISS,SEXORNT,REALINC,REALRINC,CONINC,CONRINC,USCITZN
2014,1,1,60,220,770,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,4850,45,55,3090,3,0,53,0,16,97,9,97,3,7,0,7,9,0,1,0,0,1989,2,2,3,1,2,0,0,0,-1,-1,-1,-1,1,1,5,2,3,5,2,1,2,1,0,2,1,0,0,0,1,-1,1,12,12,21,21,1,6,4,14,2,0,3,2,0,3,6,-1,3,2,3,2,2,2,2,2,2,3,3,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,1,2,1,2,0,2,0,-1,-1,-1,2,0,8,6,5,2,0,2,0,0,0,0,0,0,3,1,2,0,0,0,5,5,1,0,0,1,1,2,1,2,2,1,3,2,3,3,2,2,1,2,1,3,2,1,4,5,3,2,0,0,0,0,1,52,1,0,0,2,2,0,0,0,0,0,3,5,2,1,4,2,0,1,4,1,4,1,3,6,0,1,1,1,1,1,1,1,-1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,4,0,-1,-1,3,1,1,1,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,7,97,7,0,2,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,26,3,1,2,2,1,2,3,3,3,4,2,2,2,2,2,0,0,3,2,0,3,2,1,2,2,2,2,2,2,4,1,2,0,4,4,2,2,2,1,4,2,2,2,2,1,1,2,1,0,1,1,1,3,0,3,1,1,2,3,2,2,2,2,2,1,0,0,0,3,2,1,0,1,2,2,3,2,1,0,9,2,1,1,2,190,72,10,0,0,0,0,-1,0,0,0,0,0,0,-1,6,6,6,4,6,4,6,6,6,4,6,5,5,1,3,1,4,2,500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,4,0,4,6,4,6,1,0,4,1,1,2,1,0,0,4,4,4,2,2,1,2,2,1,4,1,1,2,1,4,1,4,1,1,2,1,1,1,1,1,1,1,4,4,2,2,2,2,2,5,2,0,2,1,2,0,1,1,0,3,4,1,4,1,1,4,4,4,1,5,0,1,4,2,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,2,2,1,1,1,1,2,3,3,10,0,3,3,1,1,2,1,2,0,2,0,1,999898,1,0,0,0,0,3,39022.5,39022.5,60967.5,60967.5,0
2014,2,1,40,700,4180,1,1,0,1,75,2,4000,50,58,9290,20,50,65,9160,2,3255,64,87,8190,3,0,26,0,16,16,14,16,3,3,2,3,42,13,1,1,0,2010,1,2,3,1,2,0,0,0,2,2,-1,-1,2,1,3,2,3,1,0,1,3,1,0,1,2,0,0,0,2,0,2,12,12,25,21,1,6,4,14,1,2,0,1,2,0,5,-1,8,2,3,1,1,2,1,1,2,3,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,5,1,2,4,2,2,5,2,1,4,2,2,5,1,2,1,3,1,2,0,2,7,-1,-1,-1,1,0,1,2,1,2,0,2,2,0,0,0,2,0,2,2,2,0,0,0,4,9,1,1,0,1,1,2,1,1,1,2,3,3,2,1,2,2,1,1,2,2,1,4,5,3,2,1,0,0,0,0,1,52,1,0,0,2,2,0,0,0,0,0,3,5,1,1,4,1,3,2,0,1,4,1,1,2,0,2,2,1,2,2,2,2,-1,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,4,0,-1,-1,3,1,1,1,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,7,97,7,0,2,0,0,0,0,0,0,0,0,-1,-1,0,-1,5,3,1,1,3,2,2,1,0,1,4,4,4,2,1,2,1,0,0,1,2,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,2,2,1,2,2,1,1,3,2,1,1,1,1,2,0,2,2,2,1,0,1,1,2,2,2,2,2,2,2,2,1,0,0,0,3,2,2,0,1,2,5,2,2,4,100,9,2,2,2,1,97,60,50,0,0,0,0,-1,0,0,0,0,0,0,-1,6,5,6,6,4,3,5,4,6,5,6,4,3,4,5,3,5,2,600,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,6,5,4,5,1,0,2,2,2,2,3,0,0,2,4,3,1,1,2,1,1,1,3,2,1,1,5,2,3,4,1,2,2,3,2,8,2,2,1,1,1,4,2,4,2,4,5,4,1,0,2,4,2,0,1,1,0,1,3,5,2,1,2,3,5,4,1,1,0,3,4,1,3,2,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,1,6,0,7,5,1,2,2,2,1,2,0,2,0,2,0,0,1,1,2,2,3,134817.4399,39022.5,160742.2179,60967.5,0
2014,3,4,-1,8740,2880,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,8965,35,28,2980,3,1,59,27,13,97,12,97,1,7,1,7,0,0,1,0,1973,0,-1,-1,-1,-1,2,0,0,0,-1,-1,-1,-1,1,1,3,1,1,5,2,1,2,1,2,4,1,0,0,0,1,-1,1,12,0,18,0,1,6,4,14,1,2,0,1,2,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,3,2,0,2,1,4,2,1,4,2,1,5,2,1,4,2,1,5,2,1,4,2,1,2,3,0,1,32,1,3,-1,-1,-1,1,0,1,2,0,1,32,1,0,0,0,0,0,2,2,1,1,4,2,0,5,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,13,2,0,0,1,2,2,3,5,4,1,2,6,3,2,2,9,9,9,9,0,0,2,0,0,2,2,2,1,2,2,2,2,2,3,1,3,3,3,2,2,0,0,1,1,1,1,2,1,0,0,0,0,0,2,2,2,2,2,4,2,4,-1,3,1,1,2,1,0,4,4,2,2,2,1,5,2,1,4,6,3,5,6,5,3,3,3,3,3,0,3,97,7,97,7,0,2,0,0,0,0,0,2,0,2,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,2,1,0,4,0,0,0,0,2,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,5,5,5,6,7,0,1,1,1,2,2,3,3,3,2,3,0,2,2,2,3,3,5,5,5,5,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,4,7,7,6,0,6,3,2,3,3,7,6,7,1,1,0,0,0,0,0,3,3,17,0,2,3,2,1,2,1,1,4,1,3,1,200008,3,0,0,0,0,3,21285,0,33255,0,0
2014,4,2,20,50,7380,1,1,0,1,40,2,710,51,72,3360,8255,36,25,1990,0,0,0,0,0,3,2,56,38,16,12,12,16,3,1,1,3,1,0,1,1,0,1980,-1,-1,-1,-1,2,0,0,0,1,2,3,1,2,1,3,2,3,1,0,2,2,1,0,4,4,0,0,1,3,-1,3,12,9,25,10,1,6,4,14,1,1,0,1,2,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,2,3,-1,-1,-1,2,0,1,5,1,2,0,2,1,22,0,0,3,2,2,0,2,3,2,0,0,0,1,1,0,0,0,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,5,4,1,2,3,5,5,4,5,3,52,2,4,3,1,0,0,0,0,0,0,3,4,1,1,4,1,4,2,0,2,4,0,1,3,2,0,0,0,0,0,0,0,3,3,1,2,4,1,0,0,1,2,4,1,1,2,2,2,2,2,2,2,8,0,0,0,0,0,0,1,2,-1,3,1,1,2,1,0,3,4,2,2,1,2,5,2,2,4,5,4,4,4,4,3,3,3,3,3,0,2,97,7,97,7,0,1,10,2,0,4,2,1,0,0,0,25,0,2,5,2,2,1,4,2,1,1,0,2,3,3,3,2,3,1,2,0,0,3,2,0,2,2,2,2,2,2,2,2,2,3,2,3,0,3,3,3,2,1,1,4,2,2,3,2,1,2,2,2,0,2,2,1,1,0,3,2,2,3,3,2,2,2,2,2,2,0,0,0,4,2,2,0,2,2,4,3,1,4,90,9,2,2,2,2,160,68,0,0,0,1,2,-1,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,5,5,3,2,3,1,2,3,1,1,0,3,0,1,7,2,1,1,8,2,1,8,2,1,1,2,1,3,1,2,1,1,1,7,1,1,2,3,3,1,1,2,2,1,3,2,3,0,2,-1,2,9982,2,2,2,3,0,1,0,0,0,0,0,4,4,2,1,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,8,4,6,5,3,3,0,2,3,2,2,4,4,4,4,4,4,0,2,4,1,3,2,3,6,4,4,3,4,1,3,2,4,3,3,3,4,3,3,3,2,3,2,3,7,7,7,0,5,4,7,6,2,2,5,5,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,2,1,2,0,2,0,2,0,0,1,1,2,2,3,134817.4399,6503.75,160742.2179,10161.25,0
2014,5,5,-1,800,6370,1,1,0,5,-1,2,7210,42,43,6370,9130,35,29,1170,2,350,64,86,8190,0,3,74,24,17,8,17,15,3,0,4,1,33,69,1,1,0,1966,1,2,2,2,2,0,0,0,-1,-1,-1,-1,2,1,6,2,3,1,0,1,4,1,1,4,2,0,0,0,2,0,0,13,0,26,0,1,6,4,14,1,1,0,1,1,0,4,-1,2,2,1,1,1,1,1,2,2,3,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,5,2,1,5,2,1,5,2,1,4,2,1,4,2,1,4,2,2,1,3,1,2,0,2,4,-1,-1,-1,2,0,1,2,2,1,50,3,2,0,0,0,2,0,2,2,2,0,0,0,7,9,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,4,5,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,3,9,9,9,9,2,3,2,2,3,0,1,2,1,2,1,2,2,-1,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,4,0,-1,-1,3,1,1,1,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,7,97,7,0,2,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,6,6,4,3,3,3,5,4,5,4,4,4,2,1,4,2,4,1,1500,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,4,6,1,6,3,0,0,0,0,0,5,0,0,2,2,3,1,2,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,2,4,5,5,3,2,0,2,2,1,0,1,1,0,3,2,5,2,2,5,2,5,4,1,3,0,2,5,1,3,2,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,1,9,0,1,1,1,2,2,9,1,2,0,2,0,2,0,0,1,1,1,1,3,0,0,0,0,0
2014,6,1,60,5000,770,1,1,0,1,60,1,10,72,90,770,10,72,90,770,0,0,0,0,0,3,1,56,23,17,16,14,14,3,3,1,2,18,0,1,1,0,1981,2,2,3,2,2,0,0,0,2,2,3,2,2,1,3,1,2,1,0,2,4,1,0,0,2,0,0,0,2,0,2,12,12,25,25,1,6,4,14,1,2,0,1,2,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,3,2,0,2,1,4,2,1,5,2,1,4,2,1,4,2,1,4,2,2,5,2,1,1,2,0,1,50,3,1,-1,-1,-1,2,0,1,3,0,1,50,3,2,0,0,0,2,2,2,1,2,4,1,0,5,9,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,0,52,1,4,1,2,1,1,4,3,5,2,3,1,2,2,4,2,0,1,3,0,0,1,0,0,2,1,1,1,1,1,1,1,2,1,1,2,4,1,1,4,0,0,3,1,8,2,2,2,0,0,0,0,0,2,2,2,2,2,4,1,1,-1,4,2,1,2,2,0,3,3,2,2,2,2,6,2,2,4,5,3,5,4,4,3,3,3,3,3,0,1,97,7,97,7,0,1,2,10,0,2,2,1,0,0,0,5,0,10,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,1,3,-1,2,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,50,1,99,1,4,0,1,0,0,0,0,1,4,0,0,3,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,4,6,6,6,5,0,1,3,1,2,1,2,2,2,1,4,0,2,1,2,1,1,5,7,4,1,1,2,4,2,3,2,2,4,2,4,2,4,3,4,2,2,4,5,7,7,0,7,4,2,7,5,6,3,6,99,9,9,9,9,9,9,9,9,998,998,99,9,9,9,9,9,9,9,9,9,9,999999,9,9,9,9,9,9,134817.4399,132148.0739,160742.2179,158656.952,0
