ID,YEAR,INCOM16,CONINC,DEGREE,PADEG,MADEG,SPDEG,MAWRKGRW,FEFAM,FECHLD,CONPRESS,CONJUDGE,CONLEGIS,GOD,HAPPY,NATENVIY,EQWLTH,ABANY,CAPPUN,RES16,NATEDUCY
3,1976,3,90726,3,1,1,1,0,0,0,2,2,2,0,1,0,0,0,1,5,0
704,1976,3,49659,1,0,0,1,0,0,0,2,2,2,0,2,0,0,0,2,1,0
363,1976,4,90726,3,1,1,1,0,0,0,3,3,3,0,2,0,0,0,1,6,0
1030,1976,2,90726,1,0,0,1,0,0,0,1,1,2,0,2,0,0,0,1,4,0
628,1976,1,5675,0,7,0,7,0,0,0,3,3,2,0,2,0,0,0,1,2,0
645,1976,3,21283,0,1,1,1,0,0,0,2,1,2,0,1,0,0,0,1,1,0
571,1976,3,25539,1,1,1,1,0,0,0,2,1,3,0,3,0,0,0,1,6,0
1739,1976,3,35471,0,0,0,0,0,0,0,8,8,8,0,1,0,0,0,8,2,0
1291,1976,3,63848,1,1,1,7,0,0,0,2,2,2,0,2,0,0,0,1,4,0
1725,1976,2,35471,1,1,1,1,0,0,0,1,3,1,0,1,0,0,0,2,2,0
588,1976,3,90726,1,0,1,1,0,0,0,2,2,3,0,1,0,0,0,1,3,0
1082,1976,4,63848,3,3,8,1,0,0,0,1,2,3,0,1,0,0,0,1,6,0
1252,1976,4,90726,3,1,1,1,0,0,0,3,2,2,0,2,0,0,0,1,6,0
106,1976,1,5675,0,7,0,7,0,0,0,2,2,2,0,1,0,0,0,2,2,0
505,1976,2,35471,0,8,8,0,0,0,0,2,1,1,0,1,0,0,0,1,2,0
738,1976,3,25539,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,1,2,0
1665,1976,4,9932,1,0,0,7,0,0,0,2,3,3,0,2,0,0,0,2,5,0
1628,1976,3,63848,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,2,0
554,1976,4,25539,1,1,1,7,0,0,0,1,2,2,0,2,0,0,0,1,3,0
599,1980,2,46714,1,0,0,0,0,0,0,2,2,3,0,3,0,2,1,2,1,0
271,1980,3,24731,0,0,8,0,0,0,0,3,3,3,0,1,0,7,8,1,6,0
1307,1980,3,24731,1,0,1,7,0,0,0,2,1,2,0,1,0,4,2,9,3,0
866,1980,4,0,1,0,1,1,0,0,0,2,1,2,0,2,0,3,2,2,3,0
234,1980,3,0,1,0,0,0,0,0,0,2,2,2,0,2,0,3,8,1,2,0
718,1980,3,4397,0,0,0,7,0,0,0,8,8,8,0,2,0,8,8,2,2,0
1286,1980,3,35722,1,0,0,1,0,0,0,2,1,2,0,2,0,2,1,1,1,0
994,1980,2,46714,3,1,3,3,0,0,0,3,1,2,0,1,0,7,1,1,4,0
919,1980,3,52209,1,3,7,1,0,0,0,2,2,2,0,1,0,4,1,1,5,0
451,1980,3,41218,1,4,3,7,0,0,0,3,2,2,0,1,0,3,2,1,3,0
525,1980,3,7694,0,0,0,7,0,0,0,3,1,2,0,2,0,3,2,2,2,0
429,1980,4,24731,1,7,1,7,0,0,0,2,2,3,0,2,0,5,1,1,6,0
238,1980,4,0,2,2,1,3,0,0,0,2,2,3,0,2,0,5,2,1,1,0
1031,1980,3,24731,1,1,1,1,0,0,0,2,2,3,0,2,0,7,2,1,4,0
1106,1980,4,1099,1,8,1,1,0,0,0,1,2,2,0,1,0,3,2,1,6,0
328,1980,2,82436,1,0,0,7,0,0,0,2,2,2,0,2,0,5,1,2,3,0
972,1980,3,82436,0,0,0,7,0,0,0,1,2,2,0,2,0,1,2,1,2,0
147,1980,3,30226,0,0,0,1,0,0,0,2,1,2,0,2,0,1,2,1,2,0
847,1980,8,0,0,7,7,1,0,0,0,2,2,2,0,1,0,4,8,8,4,0
487,1980,3,24731,0,7,0,1,0,0,0,2,3,3,0,2,0,1,1,1,1,0
277,1980,3,41218,0,1,1,7,0,0,0,1,1,3,0,2,0,4,1,1,4,0
1383,1980,3,82436,1,0,1,3,0,0,0,1,1,2,0,1,0,5,1,1,1,0
743,1980,1,14289,0,0,0,0,0,0,0,2,3,2,0,1,0,1,2,1,2,0
1098,1980,3,24731,1,8,0,7,0,0,0,3,2,2,0,2,0,1,8,1,3,0
749,1980,3,4397,0,0,7,7,0,0,0,2,2,2,0,2,0,4,1,2,2,0
548,1980,4,41218,1,1,1,1,0,0,0,1,2,2,0,2,0,6,2,1,1,0
175,1980,3,82436,1,0,0,1,0,0,0,2,2,2,0,2,0,3,2,1,1,0
221,1980,3,0,1,8,1,7,0,0,0,1,1,1,0,2,0,3,1,2,3,0
1288,1980,4,4397,1,0,0,7,0,0,0,1,2,2,0,2,0,6,2,8,3,0
344,1980,4,148197,0,1,1,0,0,0,0,8,2,3,0,2,0,1,2,1,1,0
282,1980,3,19785,1,1,1,7,0,0,0,1,3,2,0,2,0,3,1,1,3,0
862,1980,2,82436,1,7,8,1,0,0,0,3,2,2,0,2,0,3,2,2,3,0
261,1980,1,9892,0,0,0,7,0,0,0,2,8,2,0,2,0,4,8,1,3,0
63,1980,3,35722,0,0,0,7,0,0,0,2,3,3,0,3,0,2,2,8,5,0
1349,1980,4,0,1,8,8,1,0,0,0,9,3,3,0,8,0,1,2,2,6,0
130,1980,4,41218,1,0,0,3,0,0,0,2,2,2,0,1,0,4,2,2,5,0
1188,1980,4,41218,1,7,1,7,0,0,0,1,1,2,0,2,0,7,1,1,6,0
419,1980,2,46714,1,1,1,1,0,0,0,3,2,2,0,2,0,7,1,1,3,0
1329,1980,3,82436,1,1,1,1,0,0,0,2,3,3,0,2,0,7,1,1,2,0
815,1980,3,4397,0,0,0,7,0,0,0,8,8,8,0,2,0,8,8,1,6,0
162,1980,3,0,1,0,0,1,0,0,0,2,3,2,0,2,0,7,1,1,6,0
146,1980,3,82436,1,1,0,0,0,0,0,2,2,2,0,1,0,2,2,1,2,0
725,1980,1,46714,0,0,0,0,0,0,0,8,2,2,0,1,0,4,2,1,3,0
904,1980,3,46714,1,0,1,7,0,0,0,1,1,2,0,2,0,5,1,1,6,0
1063,1980,3,1099,0,8,0,7,0,0,0,2,1,8,0,2,0,3,1,9,1,0
311,1980,3,0,0,8,8,1,0,0,0,2,2,2,0,1,0,1,8,2,3,0
895,1980,4,82436,4,3,1,4,0,0,0,2,1,2,0,1,0,2,2,1,4,0
280,1980,4,46714,3,3,1,1,0,0,0,1,2,3,0,2,0,3,1,2,5,0
885,1980,3,30226,1,7,1,7,0,0,0,2,1,2,0,2,0,3,2,2,4,0
606,1980,3,41218,1,1,1,7,0,0,0,2,2,2,0,2,0,1,2,2,3,0
801,1980,3,14289,1,0,0,7,0,0,0,1,3,3,0,1,0,7,2,1,6,0
565,1980,3,82436,1,0,8,1,0,0,0,3,1,1,0,2,0,5,2,1,1,0
1044,1980,3,4397,0,0,0,0,0,0,0,2,2,2,0,2,0,2,2,2,3,0
1368,1980,4,19785,1,1,1,7,0,0,0,2,8,8,0,2,0,4,1,1,5,0
1328,1980,4,16487,0,0,0,0,0,0,0,1,2,2,0,2,0,4,2,2,2,0
109,1980,3,30226,1,0,0,7,0,0,0,2,2,3,0,2,0,1,2,1,3,0
1234,1980,3,41218,1,0,3,1,0,0,0,2,2,2,0,1,0,2,2,1,3,0
378,1980,3,41218,1,0,0,1,0,0,0,3,3,3,0,1,0,7,2,1,2,0
766,1980,2,82436,3,0,0,4,0,0,0,2,1,3,0,1,0,1,2,1,6,0
161,1980,3,0,1,0,0,1,0,0,0,2,1,3,0,1,0,7,8,1,6,0
1291,1980,3,52209,1,1,1,1,0,0,0,2,2,2,0,2,0,4,2,1,3,0
1226,1980,3,46714,3,0,0,1,0,0,0,1,1,2,0,2,0,2,2,1,3,0
1453,1980,2,52209,1,0,0,0,0,0,0,2,3,3,0,2,0,6,1,1,2,0
375,1980,3,24731,1,1,1,1,0,0,0,2,2,2,0,1,0,5,1,2,3,0
707,1980,2,24731,0,0,0,0,0,0,0,2,3,3,0,1,0,7,2,2,2,0
939,1980,8,46714,1,1,1,7,0,0,0,3,3,3,0,2,0,4,2,2,3,0
1128,1980,4,82436,0,0,0,0,0,0,0,2,3,3,0,1,0,2,8,1,2,0
1236,1980,3,19785,4,4,1,7,0,0,0,2,2,2,0,2,0,3,1,2,3,0
1227,1980,4,0,1,0,0,0,0,0,0,2,2,2,0,2,0,1,2,1,1,0
1375,1980,4,30226,1,1,3,1,0,0,0,2,1,2,0,2,0,2,1,1,2,0
46,1980,2,24731,1,1,1,7,0,0,0,2,2,3,0,2,0,3,1,2,3,0
982,1980,3,19785,0,7,8,0,0,0,0,2,2,2,0,2,0,1,1,2,2,0
1179,1980,3,82436,1,0,0,7,0,0,0,3,2,2,0,2,0,1,1,1,3,0
689,1980,3,0,1,8,0,0,0,0,0,3,2,2,0,1,0,6,1,1,2,0
1220,1980,4,52209,1,1,1,1,0,0,0,3,2,3,0,1,0,3,1,2,4,0
1443,1980,2,35722,0,0,0,1,0,0,0,2,2,2,0,1,0,7,2,1,3,0
437,1980,4,82436,4,3,0,3,0,0,0,2,2,2,0,1,0,7,2,1,6,0
1137,1980,2,46714,1,7,0,4,0,0,0,2,2,1,0,2,0,7,2,8,3,0
778,1980,3,148197,3,8,3,4,0,0,0,2,2,2,0,1,0,7,1,1,3,0
538,1980,2,35722,3,1,0,7,0,0,0,2,1,3,0,2,0,5,1,1,3,0
831,1980,3,0,1,1,0,7,0,0,0,3,3,3,0,2,0,2,1,1,6,0
50,1980,8,4397,0,7,7,7,0,0,0,3,2,3,0,1,0,7,2,8,3,0
980,1980,1,14289,0,0,0,1,0,0,0,2,1,1,0,2,0,4,1,1,2,0
303,1980,3,0,0,0,0,0,0,0,0,2,3,2,0,1,0,4,1,1,2,0
1390,1980,3,35722,3,1,1,1,0,0,0,3,2,2,0,1,0,5,2,1,2,0
1082,1980,3,30226,1,0,0,1,0,0,0,1,1,2,0,1,0,1,1,1,5,0
133,1980,3,35722,1,1,1,7,0,0,0,1,2,3,0,3,0,1,1,1,6,0
955,1980,2,46714,1,0,0,1,0,0,0,2,3,2,0,1,0,5,2,1,3,0
524,1980,3,41218,1,0,0,0,0,0,0,1,2,2,0,2,0,4,8,1,1,0
608,1980,2,35722,0,7,0,3,0,0,0,1,1,1,0,2,0,4,2,8,3,0
696,1980,3,82436,1,0,0,7,0,0,0,1,2,1,0,2,0,4,2,1,1,0
1414,1980,2,30226,1,7,0,7,0,0,0,2,2,2,0,2,0,4,2,1,3,0
934,1980,4,82436,1,0,0,1,0,0,0,2,3,3,0,1,0,4,2,1,3,0
1055,1980,3,41218,2,1,1,1,0,0,0,2,2,2,0,1,0,5,2,1,3,0
999,1980,3,82436,4,0,0,7,0,0,0,2,2,2,0,2,0,4,2,2,3,0
859,1980,3,82436,0,0,0,1,0,0,0,3,3,3,0,2,0,1,1,1,3,0
932,1980,2,7694,0,7,0,7,0,0,0,1,8,8,0,2,0,4,8,2,3,0
199,1980,2,148197,4,1,1,4,0,0,0,2,2,2,0,1,0,7,1,1,4,0
296,1980,2,19785,0,0,0,0,0,0,0,1,8,8,0,3,0,2,2,8,1,0
1078,1980,3,35722,1,0,0,7,0,0,0,2,2,2,0,2,0,3,2,1,5,0
463,1980,3,52209,1,1,0,1,0,0,0,2,2,2,0,2,0,4,1,2,3,0
1347,1980,3,41218,1,0,1,1,0,0,0,1,1,1,0,2,0,7,2,1,6,0
1380,1980,2,82436,1,9,9,1,0,0,0,1,1,2,0,2,0,5,1,8,3,0
1313,1980,2,16487,1,0,1,1,0,0,0,2,2,2,0,2,0,4,1,1,3,0
214,1980,3,82436,1,0,1,3,0,0,0,2,1,2,0,1,0,3,2,2,3,0
13,1980,2,41218,1,0,0,1,0,0,0,1,2,3,0,3,0,7,8,1,4,0
424,1980,3,52209,1,1,1,1,0,0,0,3,2,2,0,2,0,7,1,1,3,0
579,1980,4,82436,0,0,0,0,0,0,0,2,1,2,0,1,0,1,2,1,3,0
1050,1980,2,82436,1,0,0,1,0,0,0,2,2,3,0,2,0,7,1,1,2,0
1105,1980,2,16487,0,0,0,7,0,0,0,8,1,8,0,1,0,1,1,1,2,0
86,1980,3,82436,3,8,0,7,0,0,0,2,2,2,0,2,0,2,1,1,6,0
1326,1980,3,12091,0,0,8,0,0,0,0,2,2,3,0,1,0,3,2,2,4,0
167,1980,3,52209,1,0,0,7,0,0,0,3,1,2,0,2,0,1,1,1,2,0
564,1980,2,12091,0,0,0,7,0,0,0,1,8,8,0,2,0,3,2,1,2,0
944,1980,3,41218,1,7,8,0,0,0,0,2,2,2,0,2,0,4,2,1,3,0
278,1980,4,52209,1,1,1,7,0,0,0,2,2,2,0,2,0,2,2,1,3,0
519,1980,3,0,1,0,0,1,0,0,0,2,2,2,0,2,0,6,2,1,3,0
40,1980,3,82436,1,8,7,1,0,0,0,2,3,3,0,3,0,5,2,1,6,0
259,1980,2,4397,1,7,1,7,0,0,0,2,3,2,0,3,0,2,1,2,4,0
541,1980,3,82436,1,1,0,3,0,0,0,3,1,2,0,1,0,4,2,1,2,0
634,1980,3,24731,0,0,0,0,0,0,0,2,8,3,0,3,0,3,2,2,2,0
1258,1980,3,16487,1,0,0,1,0,0,0,3,3,2,0,1,0,4,2,2,4,0
125,1980,3,46714,1,0,1,1,0,0,0,3,3,3,0,2,0,4,2,1,4,0
165,1980,3,52209,1,0,0,1,0,0,0,2,2,2,0,2,0,5,2,1,5,0
535,1980,9,82436,3,1,0,4,0,0,0,2,2,3,0,1,0,4,1,2,1,0
486,1980,2,14289,1,1,1,7,0,0,0,1,2,3,0,3,0,5,1,1,3,0
1042,1980,2,12091,0,0,0,7,0,0,0,1,2,2,0,3,0,1,2,2,1,0
502,1980,3,7694,1,0,0,7,0,0,0,2,2,2,0,2,0,4,8,8,2,0
1084,1980,3,24731,4,7,1,7,0,0,0,2,2,2,0,2,0,3,2,2,4,0
652,1980,3,30226,1,0,9,7,0,0,0,2,2,3,0,2,0,5,2,1,3,0
367,1980,3,46714,1,0,0,1,0,0,0,1,3,3,0,3,0,1,1,1,3,0
1059,1980,3,41218,1,0,0,0,0,0,0,2,2,2,0,1,0,1,2,1,2,0
694,1980,3,4397,1,0,0,7,0,0,0,2,3,2,0,1,0,3,2,1,2,0
137,1980,2,82436,1,7,1,1,0,0,0,3,2,3,0,1,0,1,2,2,5,0
428,1980,4,82436,4,1,4,1,0,0,0,2,2,3,0,2,0,5,1,2,4,0
82,1980,1,148197,1,7,0,4,0,0,0,2,2,2,0,1,0,7,2,1,3,0
560,1980,3,41218,2,0,1,7,0,0,0,2,1,2,0,2,0,3,2,2,1,0
400,1980,2,82436,1,1,1,2,0,0,0,2,2,2,0,2,0,4,1,2,6,0
594,1980,2,12091,0,7,0,0,0,0,0,3,3,3,0,3,0,2,1,1,3,0
957,1980,3,0,1,1,1,7,0,0,0,1,1,1,0,1,0,7,2,1,6,0
1207,1980,4,82436,1,1,1,7,0,0,0,1,2,3,0,2,0,4,1,2,3,0
1151,1980,2,35722,0,7,1,7,0,0,0,1,2,1,0,3,0,6,2,1,6,0
645,1980,1,19785,0,7,0,7,0,0,0,1,2,2,0,3,0,4,2,1,3,0
995,1980,4,82436,4,4,1,4,0,0,0,2,2,3,0,2,0,6,2,1,3,0
893,1980,4,82436,1,0,1,1,0,0,0,2,3,3,0,2,0,1,1,1,5,0
1409,1980,2,0,0,8,0,1,0,0,0,2,2,3,0,2,0,6,2,1,1,0
1010,1980,4,14289,0,0,0,7,0,0,0,3,3,3,0,2,0,7,2,2,2,0
679,1980,3,9892,0,0,0,7,0,0,0,2,2,2,0,1,0,4,2,8,3,0
887,1980,3,82436,1,1,1,7,0,0,0,2,1,2,0,2,0,5,1,1,3,0
991,1980,2,41218,1,1,0,1,0,0,0,2,1,2,0,2,0,2,2,1,4,0
1312,1984,2,0,1,0,0,1,0,0,0,2,2,2,0,1,1,4,1,1,6,1
1095,1984,9,18455,1,0,8,7,0,0,0,1,1,1,0,2,0,4,1,1,3,0
1065,1984,3,30758,3,7,3,3,0,0,0,0,0,0,0,2,0,3,2,2,3,0
158,1984,3,18455,1,1,0,7,0,0,0,2,1,2,0,3,2,3,1,1,1,1
97,1984,2,49213,4,1,3,1,0,0,0,2,1,2,0,2,0,7,1,1,6,0
465,1984,3,30758,1,1,7,1,0,0,0,0,0,0,0,2,0,3,1,1,1,0
669,1984,4,110217,3,4,3,7,0,0,0,2,2,2,0,9,0,7,1,1,6,0
722,1984,2,7382,1,7,0,7,0,0,0,2,2,2,0,2,2,1,2,2,6,1
718,1984,3,10663,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,4,0
1220,1984,3,22556,1,7,0,7,0,0,0,1,2,2,0,9,1,7,2,1,3,2
970,1984,3,18455,0,8,7,7,0,0,0,3,2,3,0,2,2,3,2,1,3,8
38,1984,3,110217,1,1,1,7,0,0,0,1,2,3,0,3,0,5,1,1,5,0
369,1984,3,69718,1,0,1,7,0,0,0,0,0,0,0,2,0,2,2,1,5,0
1380,1984,2,69718,0,8,0,7,0,0,0,3,2,2,0,2,1,4,1,8,2,1
986,1984,3,18455,1,1,1,7,0,0,0,2,3,2,0,1,0,6,1,1,3,0
1140,1984,3,69718,1,0,0,1,0,0,0,3,3,3,0,2,0,5,2,1,1,0
1376,1984,2,3281,0,7,0,7,0,0,0,0,0,0,0,3,0,1,2,2,6,0
1342,1984,3,820,0,8,0,7,0,0,0,3,2,3,0,2,3,1,1,1,2,2
1369,1984,3,3281,0,0,0,7,0,0,0,0,0,0,0,2,0,2,2,2,2,0
514,1984,4,18455,1,0,1,1,0,0,0,2,1,2,0,2,0,5,2,2,5,0
159,1984,3,49213,1,1,0,1,0,0,0,3,2,2,0,1,0,7,1,1,1,0
984,1984,4,69718,1,0,1,0,0,0,0,2,3,2,0,2,0,7,1,1,5,0
9,1984,3,0,0,7,8,7,0,0,0,2,1,1,0,3,2,1,1,1,6,1
544,1984,3,9022,0,0,1,7,0,0,0,3,2,3,0,3,2,2,2,1,5,2
387,1984,2,49213,4,0,0,7,0,0,0,2,2,3,0,2,0,6,2,1,4,0
917,1984,3,38960,3,3,1,3,0,0,0,2,1,2,0,2,1,2,2,1,3,1
818,1984,3,110217,3,1,1,3,0,0,0,2,2,2,0,2,1,5,1,1,3,1
559,1984,3,38960,1,0,0,1,0,0,0,2,2,2,0,2,0,5,2,2,3,0
712,1984,2,22556,1,0,0,1,0,0,0,2,2,2,0,2,1,1,2,1,2,1
695,1984,1,22556,1,0,0,7,0,0,0,0,0,0,0,2,0,1,2,2,2,0
1445,1984,2,49213,1,0,0,1,0,0,0,0,0,0,0,3,0,6,2,1,2,0
929,1984,3,49213,3,1,1,7,0,0,0,0,0,0,0,1,0,3,1,1,5,0
216,1984,3,22556,0,1,1,7,0,0,0,0,0,0,0,2,0,2,2,1,3,0
1014,1984,3,26657,1,1,1,7,0,0,0,0,0,0,0,2,0,7,1,1,3,0
177,1984,1,12303,0,0,1,1,0,0,0,0,0,0,0,3,0,4,1,2,6,0
302,1984,3,110217,4,0,0,4,0,0,0,3,2,2,0,2,1,4,8,1,6,2
183,1984,1,49213,0,7,1,7,0,0,0,2,2,2,0,1,2,3,2,2,1,3
1083,1984,3,9022,0,0,0,7,0,0,0,0,0,0,0,1,0,7,1,1,5,0
1465,1984,2,26657,1,0,0,0,0,0,0,2,1,2,0,2,0,2,1,1,3,0
969,1984,3,26657,1,0,0,0,0,0,0,2,1,2,0,3,0,5,2,1,6,0
272,1984,3,18455,1,7,0,7,0,0,0,0,0,0,0,1,0,4,2,8,4,0
489,1984,3,49213,1,8,1,4,0,0,0,2,2,3,0,2,1,7,2,1,4,1
421,1984,3,3281,0,8,8,7,0,0,0,2,2,3,0,1,2,2,2,2,4,2
1186,1984,3,38960,1,0,0,1,0,0,0,2,1,2,0,1,0,2,2,1,3,0
456,1984,3,38960,3,1,1,7,0,0,0,1,1,2,0,1,1,7,1,1,3,1
375,1984,3,12303,0,8,8,0,0,0,0,2,3,2,0,3,0,1,2,1,6,0
449,1984,1,0,1,7,8,7,0,0,0,0,0,0,0,2,0,4,2,1,6,0
443,1984,2,38960,1,0,1,7,0,0,0,1,1,2,0,2,1,4,2,2,3,1
296,1984,2,49213,1,1,0,1,0,0,0,1,2,1,0,1,1,2,2,1,3,2
1310,1984,2,0,1,1,1,1,0,0,0,3,2,2,0,1,3,7,1,1,3,2
1290,1984,2,18455,1,1,1,1,0,0,0,0,0,0,0,1,0,4,2,1,6,0
977,1984,8,110217,3,7,7,1,0,0,0,2,1,2,0,2,2,2,1,8,2,1
558,1984,3,10663,0,0,0,0,0,0,0,2,2,2,0,2,1,1,2,1,2,2
909,1984,3,69718,4,3,7,4,0,0,0,0,0,0,0,1,0,7,1,1,6,0
1147,1984,2,49213,1,0,1,1,0,0,0,2,2,2,0,1,2,1,2,1,2,1
1275,1984,2,38960,1,7,0,1,0,0,0,0,0,0,0,2,0,4,2,2,2,0
321,1984,2,9022,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,2,0
873,1984,3,22556,1,8,8,7,0,0,0,1,2,2,0,2,0,5,2,1,4,0
980,1984,3,69718,0,0,0,1,0,0,0,0,0,0,0,2,0,1,8,1,4,0
1377,1984,3,30758,1,0,0,7,0,0,0,3,2,3,0,2,0,2,2,1,2,0
684,1984,4,69718,3,7,3,4,0,0,0,2,2,2,0,1,1,5,1,8,6,1
813,1984,2,69718,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1,2,0
1340,1984,3,7382,0,0,0,7,0,0,0,0,0,0,0,3,0,1,2,1,2,0
1021,1984,3,34859,3,0,0,4,0,0,0,3,2,3,0,3,1,5,1,1,3,1
1440,1984,3,38960,0,0,0,0,0,0,0,2,1,2,0,1,0,5,2,1,2,0
427,1984,3,69718,1,0,1,1,0,0,0,2,1,2,0,2,2,4,2,2,2,2
882,1984,2,49213,0,7,8,1,0,0,0,1,2,2,0,2,0,4,2,2,5,0
938,1984,2,12303,1,7,7,7,0,0,0,3,1,2,0,2,0,5,1,1,2,0
323,1984,3,49213,1,1,1,1,0,0,0,2,2,2,0,2,0,2,1,1,5,0
794,1984,2,34859,1,0,0,7,0,0,0,0,0,0,0,3,0,1,2,2,2,0
44,1984,3,69718,1,1,1,1,0,0,0,3,8,8,0,2,1,7,2,1,3,1
166,1984,3,49213,0,0,0,0,0,0,0,2,3,2,0,1,1,5,2,1,3,1
42,1984,4,38960,1,1,1,1,0,0,0,0,0,0,0,2,0,6,2,1,6,0
701,1984,2,9022,0,7,0,7,0,0,0,0,0,0,0,3,0,2,1,2,4,0
952,1984,5,110217,4,4,3,7,0,0,0,2,1,2,0,1,0,7,1,1,5,0
1405,1984,2,22556,0,0,0,0,0,0,0,2,1,2,0,1,2,5,2,2,2,1
687,1984,4,49213,4,4,4,3,0,0,0,0,0,0,0,2,0,3,9,1,3,0
1001,1984,3,22556,1,0,0,1,0,0,0,2,2,2,0,3,0,5,2,2,3,0
261,1984,1,38960,4,1,0,7,0,0,0,2,8,2,0,3,1,5,2,1,3,1
200,1984,4,69718,3,3,1,3,0,0,0,2,8,8,0,1,0,2,2,1,6,0
1299,1984,3,69718,4,1,1,3,0,0,0,0,0,0,0,1,0,6,2,1,2,0
1075,1984,2,110217,1,0,0,3,0,0,0,2,1,2,0,2,0,2,1,2,5,0
1026,1984,3,30758,2,0,0,1,0,0,0,0,0,0,0,2,0,7,2,8,3,0
1052,1984,4,69718,1,0,1,4,0,0,0,0,0,0,0,1,0,7,2,1,6,0
479,1984,2,34859,3,0,1,7,0,0,0,0,0,0,0,2,0,2,1,1,3,0
1150,1984,3,38960,1,0,0,1,0,0,0,1,2,3,0,1,9,1,1,1,2,1
990,1984,3,22556,0,0,0,7,0,0,0,3,2,3,0,3,0,1,1,1,1,0
345,1984,3,0,1,7,1,7,0,0,0,3,2,2,0,2,2,4,2,1,3,1
769,1984,3,69718,1,3,1,1,0,0,0,0,0,0,0,2,0,7,2,1,3,0
367,1984,9,0,1,9,9,7,0,0,0,2,2,2,0,2,0,3,2,1,9,0
393,1984,4,34859,1,3,3,7,0,0,0,0,0,0,0,2,0,3,1,1,5,0
1262,1984,2,34859,0,0,0,7,0,0,0,0,0,0,0,1,0,4,1,1,2,0
727,1984,2,49213,1,7,0,7,0,0,0,3,1,2,0,2,1,7,1,1,6,1
675,1984,1,10663,0,0,0,0,0,0,0,2,2,2,0,2,0,4,2,1,1,0
1122,1984,1,34859,0,0,0,7,0,0,0,2,1,1,0,1,1,1,2,8,2,1
922,1984,3,30758,0,1,1,1,0,0,0,3,2,2,0,1,1,3,1,1,5,1
1055,1984,2,26657,1,0,8,1,0,0,0,2,1,1,0,2,1,5,2,1,2,1
317,1984,3,69718,1,0,1,1,0,0,0,2,1,2,0,1,0,7,1,1,6,0
871,1984,3,49213,1,0,1,7,0,0,0,1,1,2,0,2,1,4,2,1,3,2
799,1984,2,0,1,0,0,7,0,0,0,0,0,0,0,2,0,3,1,1,3,0
1160,1984,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,2,2,1,0
157,1984,4,110217,3,4,1,3,0,0,0,0,0,0,0,2,0,7,2,1,1,0
703,1984,3,18455,0,0,0,0,0,0,0,2,3,3,0,1,1,1,8,2,2,1
129,1984,8,38960,0,7,0,0,0,0,0,8,8,8,0,1,3,8,2,2,3,2
518,1984,3,49213,3,1,0,1,0,0,0,2,2,2,0,2,3,6,2,1,6,2
1422,1984,3,3281,0,0,0,7,0,0,0,2,2,2,0,2,2,4,2,2,2,1
490,1984,3,49213,0,8,8,1,0,0,0,0,0,0,0,2,0,4,2,1,6,0
880,1984,3,22556,3,3,1,1,0,0,0,2,1,2,0,1,1,5,1,1,3,1
1170,1984,2,0,1,7,0,0,0,0,0,2,2,2,0,1,2,4,2,8,3,2
1064,1984,3,38960,3,1,1,7,0,0,0,0,0,0,0,2,0,4,1,1,3,0
403,1984,3,820,1,4,4,7,0,0,0,2,1,2,0,3,1,3,2,1,1,1
1216,1984,3,69718,3,1,2,3,0,0,0,0,0,0,0,1,0,4,2,2,2,0
397,1984,3,49213,1,1,2,7,0,0,0,0,0,0,0,2,0,2,2,1,4,0
1040,1984,2,26657,1,0,1,7,0,0,0,0,0,0,0,3,0,6,1,1,5,0
155,1984,3,0,3,0,0,3,0,0,0,2,2,2,0,1,0,3,9,1,5,0
475,1984,3,110217,3,0,0,0,0,0,0,2,2,2,0,1,0,3,1,1,3,0
69,1984,3,18455,1,8,1,7,0,0,0,0,0,0,0,2,0,1,2,1,6,0
1241,1984,3,30758,1,0,0,1,0,0,0,1,2,2,0,3,0,2,1,1,2,0
623,1984,2,18455,0,0,0,0,0,0,0,3,1,1,0,3,2,3,2,2,1,1
1061,1984,4,18455,1,3,0,1,0,0,0,2,2,2,0,2,2,5,2,1,2,1
472,1984,3,38960,3,1,1,3,0,0,0,2,2,2,0,2,0,4,1,1,4,0
106,1984,1,0,1,7,0,3,0,0,0,0,0,0,0,2,0,2,1,1,6,0
949,1984,3,30758,1,1,1,1,0,0,0,0,0,0,0,3,0,2,1,1,6,0
164,1984,3,18455,0,7,0,7,0,0,0,2,8,2,0,2,1,1,1,8,6,1
1417,1984,1,5741,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,0
549,1984,3,18455,1,1,1,1,0,0,0,0,0,0,0,2,0,7,1,1,5,0
281,1984,2,12303,0,7,0,7,0,0,0,2,1,2,0,2,8,4,2,2,3,1
12,1984,3,49213,1,0,1,1,0,0,0,3,2,2,0,1,1,6,2,2,6,1
569,1984,4,18455,3,3,1,7,0,0,0,2,2,2,0,3,1,3,2,1,3,1
1208,1984,3,26657,1,1,1,1,0,0,0,0,0,0,0,2,0,4,1,1,3,0
978,1984,1,69718,1,7,8,7,0,0,0,2,8,3,0,3,0,3,1,1,6,0
